state,remoteness,sa4_name,lga_name,road_type,speed_limit,location_id
NSW,Outer Regional Australia,Central West,Cabonne,Arterial Road,50,3693
TAS,Inner Regional Australia,Hobart,Hobart,Sub-arterial Road,60,3694
WA,Inner Regional Australia,Bunbury,Donnybrook-Balingup,National or State Highway,90,3695
QLD,Inner Regional Australia,Wide Bay,South Burnett,Local Road,80,3696
QLD,Outer Regional Australia,Wide Bay,Fraser Coast,Local Road,80,3697
VIC,Inner Regional Australia,Hume,Wangaratta,Local Road,60,3698
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road,70,3699
NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Sub-arterial Road,80,3700
VIC,Major Cities of Australia,Melbourne - Inner South,Bayside (Vic.),Collector Road,50,3701
QLD,Inner Regional Australia,Wide Bay,Fraser Coast,Local Road,70,3702
NSW,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road,70,3703
QLD,Major Cities of Australia,Logan - Beaudesert,Logan,National or State Highway,90,3704
NSW,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,70,3705
QLD,Outer Regional Australia,Central Queensland,Livingstone,Access road,80,3706
SA,Inner Regional Australia,Adelaide - North,Light,Collector Road,100,3707
NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Collector Road,100,3708
NT,Very Remote Australia,Northern Territory - Outback,Central Desert,National or State Highway,130,3709
WA,Very Remote Australia,Western Australia - Outback (South),Coolgardie,National or State Highway,80,3710
SA,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,40,3711
NSW,Major Cities of Australia,Illawarra,Wollongong,Collector Road,80,3712
NT,Remote Australia,Northern Territory - Outback,Unincorporated NT,National or State Highway,130,3713
SA,Very Remote Australia,South Australia - Outback,Ceduna,National or State Highway,110,3714
WA,Outer Regional Australia,Western Australia - Wheat Belt,Narrogin,Arterial Road,110,3715
WA,Inner Regional Australia,Western Australia - Wheat Belt,Murray,Local Road,110,3716
NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,Local Road,60,3717
WA,Major Cities of Australia,Perth - North West,Stirling,National or State Highway,70,3718
NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,National or State Highway,80,3719
TAS,Outer Regional Australia,South East,Central Highlands (Tas.),Sub-arterial Road,80,3720
NT,Outer Regional Australia,Darwin,Darwin,Collector Road,60,3721
NSW,Major Cities of Australia,Sydney - Parramatta,The Hills,National or State Highway,100,3722
NSW,Inner Regional Australia,Sydney - South West,Liverpool,Collector Road,80,3723
WA,Outer Regional Australia,Western Australia - Outback (South),Chapman Valley,National or State Highway,110,3724
SA,Very Remote Australia,South Australia - Outback,Unincorporated SA,Local Road,110,3725
NSW,Outer Regional Australia,New England and North West,Narrabri,Local Road,50,3726
NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,Local Road,50,3727
SA,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Access road,100,3728
WA,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley,Local Road,60,3729
NSW,Outer Regional Australia,Riverina,Carrathool,Local Road,100,3730
NT,Outer Regional Australia,Darwin,Palmerston,Arterial Road,100,3731
WA,Remote Australia,Western Australia - Wheat Belt,Bruce Rock,Local Road,110,3732
NSW,Major Cities of Australia,Sydney - Inner South West,Bayside (NSW),Local Road,60,3733
TAS,Outer Regional Australia,Launceston and North East,Meander Valley,Collector Road,100,3734
NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Sub-arterial Road,80,3735
NSW,Outer Regional Australia,Far West and Orana,Dubbo,Arterial Road,40,3736
SA,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Sub-arterial Road,80,3737
SA,Outer Regional Australia,South Australia - South East,Wattle Range,National or State Highway,80,3738
NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Sub-arterial Road,110,3739
NT,Outer Regional Australia,Darwin,Litchfield,Local Road,50,3740
WA,Outer Regional Australia,Western Australia - Wheat Belt,Denmark,National or State Highway,110,3741
WA,Major Cities of Australia,Perth - South West,Rockingham,Arterial Road,80,3742
NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Arterial Road,60,3743
NSW,Inner Regional Australia,Murray,Federation,Arterial Road,100,3744
WA,Outer Regional Australia,Western Australia - Wheat Belt,West Arthur,Local Road,90,3745
WA,Major Cities of Australia,Perth - South West,Kwinana,Arterial Road,60,3746
WA,Outer Regional Australia,Western Australia - Wheat Belt,Boddington,National or State Highway,110,3747
SA,Remote Australia,Barossa - Yorke - Mid North,Yorke Peninsula,Arterial Road,100,3748
NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Sub-arterial Road,100,3749
SA,Major Cities of Australia,Adelaide - West,West Torrens,Arterial Road,80,3750
TAS,Outer Regional Australia,Launceston and North East,Meander Valley,National or State Highway,90,3751
NT,Outer Regional Australia,Darwin,Darwin,Local Road,10,3752
NT,Remote Australia,Northern Territory - Outback,Unincorporated NT,Arterial Road,110,3753
TAS,Inner Regional Australia,Hobart,Glenorchy,National or State Highway,40,3754
NSW,Outer Regional Australia,Central West,Oberon,Arterial Road,100,3755
SA,Major Cities of Australia,Adelaide - South,Onkaparinga,National or State Highway,60,3756
WA,Very Remote Australia,Western Australia - Outback (North),Halls Creek,National or State Highway,110,3757
TAS,Outer Regional Australia,West and North West,Kentish,Local Road,80,3758
NSW,Outer Regional Australia,Far West and Orana,Narromine,Arterial Road,110,3759
SA,Very Remote Australia,South Australia - Outback,Anangu Pitjantjatjara Yankunytjatjara,Local Road,50,3760
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,Sub-arterial Road,80,3761
WA,Outer Regional Australia,Western Australia - Wheat Belt,Goomalling,Local Road,110,3762
NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road,50,3763
WA,Inner Regional Australia,Bunbury,Dardanup,Local Road,110,3764
NSW,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Wollondilly,Sub-arterial Road,60,3765
WA,Major Cities of Australia,Mandurah,Mandurah,Arterial Road,70,3766
NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Collector Road,80,3767
NSW,Outer Regional Australia,Far West and Orana,Warrumbungle,National or State Highway,110,3768
NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Sub-arterial Road,100,3769
NSW,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Arterial Road,60,3770
SA,Major Cities of Australia,Adelaide - South,Marion,National or State Highway,40,3771
NSW,Major Cities of Australia,Illawarra,Shellharbour,Collector Road,70,3772
SA,Outer Regional Australia,South Australia - South East,Berri Barmera,National or State Highway,110,3773
NSW,Major Cities of Australia,Sydney - Inner West,Canada Bay,Local Road,60,3774
WA,Major Cities of Australia,Perth - South East,Gosnells,Arterial Road,70,3775
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road,70,3776
NSW,Inner Regional Australia,Central West,Bathurst,Arterial Road,60,3777
NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,National or State Highway,80,3778
WA,Inner Regional Australia,Perth - North East,Mundaring,Local Road,80,3779
NSW,Outer Regional Australia,Capital Region,Hilltops,Arterial Road,50,3780
WA,Major Cities of Australia,Perth - North West,Wanneroo,Local Road,100,3781
TAS,Outer Regional Australia,West and North West,Devonport,Collector Road,100,3782
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,National or State Highway,110,3783
NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Sub-arterial Road,60,3784
TAS,Outer Regional Australia,South East,Central Highlands (Tas.),Collector Road,100,3785
SA,Outer Regional Australia,South Australia - South East,Tatiara,Sub-arterial Road,80,3786
NSW,Inner Regional Australia,Far West and Orana,Dubbo,National or State Highway,90,3787
TAS,Inner Regional Australia,Hobart,Sorell,National or State Highway,60,3788
NSW,Outer Regional Australia,New England and North West,Tenterfield,Arterial Road,100,3789
WA,Inner Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road,90,3790
SA,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Collector Road,50,3791
WA,Inner Regional Australia,Perth - South East,Serpentine-Jarrahdale,Local Road,100,3792
NSW,Outer Regional Australia,Capital Region,Snowy Monaro,Sub-arterial Road,60,3793
NSW,Inner Regional Australia,Capital Region,Eurobodalla,Access road,100,3794
NSW,Major Cities of Australia,Sydney - Inner West,Strathfield,Local Road,60,3795
WA,Major Cities of Australia,Perth - North West,Wanneroo,Local Road,70,3796
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Sub-arterial Road,100,3797
WA,Inner Regional Australia,Perth - South East,Kalamunda,Local Road,70,3798
NSW,Inner Regional Australia,Central West,Mid-Western,Local Road,50,3799
SA,Outer Regional Australia,South Australia - South East,Loxton Waikerie,Local Road,100,3800
WA,Inner Regional Australia,Bunbury,Collie,Arterial Road,110,3801
NSW,Major Cities of Australia,Sydney - South West,Camden,Collector Road,80,3802
NT,Very Remote Australia,Northern Territory - Outback,Barkly,Sub-arterial Road,110,3803
SA,Major Cities of Australia,Adelaide - North,Gawler,Local Road,80,3804
SA,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder,Local Road,110,3805
WA,Major Cities of Australia,Mandurah,Mandurah,Local Road,80,3806
WA,Major Cities of Australia,Perth - Inner,Claremont,National or State Highway,60,3807
WA,Inner Regional Australia,Bunbury,Dardanup,Local Road,50,3808
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,National or State Highway,110,3809
WA,Major Cities of Australia,Perth - South East,Victoria Park,Local Road,50,3810
SA,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder,Access road,50,3811
NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road,40,3812
NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,90,3813
WA,Very Remote Australia,Western Australia - Outback (South),Mount Magnet,Arterial Road,110,3814
NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Dungog,Sub-arterial Road,90,3815
NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road,100,3816
WA,Major Cities of Australia,Perth - North East,Mundaring,National or State Highway,100,3817
NSW,Remote Australia,Far West and Orana,Unincorporated NSW,Sub-arterial Road,40,3818
NSW,Outer Regional Australia,New England and North West,Armidale,Local Road,50,3819
NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Arterial Road,60,3820
WA,Inner Regional Australia,Bunbury,Collie,Local Road,100,3821
NT,Very Remote Australia,Northern Territory - Outback,Central Desert,Arterial Road,100,3822
WA,Remote Australia,Western Australia - Outback (South),Northampton,Arterial Road,110,3823
NSW,Inner Regional Australia,Richmond - Tweed,Lismore,Local Road,80,3824
WA,Remote Australia,Western Australia - Wheat Belt,Dalwallinu,National or State Highway,110,3825
WA,Major Cities of Australia,Perth - North East,Swan,Arterial Road,90,3826
NSW,Major Cities of Australia,Sydney - Parramatta,Parramatta,Arterial Road,90,3827
NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road,70,3828
WA,Major Cities of Australia,Perth - North West,Wanneroo,Arterial Road,60,3829
NSW,Outer Regional Australia,Richmond - Tweed,Kyogle,Sub-arterial Road,100,3830
NSW,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Local Road,60,3831
SA,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula,Sub-arterial Road,100,3832
NSW,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Local Road,80,3833
SA,Inner Regional Australia,South Australia - South East,Alexandrina,Local Road,50,3834
WA,Outer Regional Australia,Western Australia - Wheat Belt,West Arthur,National or State Highway,110,3835
SA,Inner Regional Australia,South Australia - South East,Murray Bridge,Local Road,50,3836
TAS,Outer Regional Australia,West and North West,Waratah-Wynyard,Local Road,100,3837
SA,Outer Regional Australia,South Australia - South East,Tatiara,Arterial Road,80,3838
NSW,Outer Regional Australia,Capital Region,Snowy Monaro,Local Road,100,3839
NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,50,3840
NSW,Major Cities of Australia,Sydney - Inner West,Burwood,Local Road,50,3841
WA,Major Cities of Australia,Perth - Inner,Subiaco,Arterial Road,60,3842
NSW,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Collector Road,60,3843
SA,Major Cities of Australia,Adelaide - South,Mitcham,National or State Highway,70,3844
WA,Remote Australia,Western Australia - Wheat Belt,Trayning,Arterial Road,110,3845
NSW,Major Cities of Australia,Sydney - Parramatta,Cumberland,Arterial Road,60,3846
NSW,Inner Regional Australia,Mid North Coast,Kempsey,National or State Highway,80,3847
NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,National or State Highway,90,3848
SA,Major Cities of Australia,Adelaide - South,Mitcham,Local Road,50,3849
WA,Inner Regional Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road,70,3850
WA,Remote Australia,Western Australia - Wheat Belt,Gnowangerup,Arterial Road,50,3851
NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,National or State Highway,90,3852
WA,Inner Regional Australia,Bunbury,Augusta Margaret River,Local Road,70,3853
NSW,Major Cities of Australia,Sydney - Outer South West,Campbelltown (NSW),Arterial Road,80,3854
WA,Major Cities of Australia,Perth - North East,Swan,Arterial Road,80,3855
SA,Outer Regional Australia,South Australia - Outback,Whyalla,Collector Road,50,3856
ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,40,3857
NSW,Major Cities of Australia,Sydney - Parramatta,Fairfield,Arterial Road,70,3858
NSW,Outer Regional Australia,Central West,Parkes,Local Road,100,3859
SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills,Sub-arterial Road,100,3860
NSW,Major Cities of Australia,Sydney - Sutherland,Sutherland,Arterial Road,100,3861
NSW,Inner Regional Australia,Richmond - Tweed,Lismore,Sub-arterial Road,60,3862
WA,Remote Australia,Bunbury,Manjimup,Arterial Road,50,3863
NSW,Inner Regional Australia,Riverina,Lockhart,Local Road,80,3864
NSW,Remote Australia,Far West and Orana,Unincorporated NSW,National or State Highway,100,3865
NSW,Outer Regional Australia,Murray,Greater Hume,Local Road,60,3866
TAS,Outer Regional Australia,West and North West,Kentish,Collector Road,100,3867
TAS,Outer Regional Australia,South East,Southern Midlands,National or State Highway,80,3868
TAS,Inner Regional Australia,Hobart,Kingborough,National or State Highway,90,3869
SA,Inner Regional Australia,South Australia - South East,Murray Bridge,Sub-arterial Road,80,3870
SA,Outer Regional Australia,South Australia - South East,Berri Barmera,National or State Highway,80,3871
NSW,Major Cities of Australia,Sydney - Inner West,Inner West,Arterial Road,40,3872
NSW,Inner Regional Australia,Far West and Orana,Dubbo,National or State Highway,110,3873
NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Sub-arterial Road,60,3874
NSW,Major Cities of Australia,Sydney - South West,Fairfield,Local Road,40,3875
NSW,Outer Regional Australia,New England and North West,Glen Innes Severn,Local Road,100,3876
NSW,Inner Regional Australia,Mid North Coast,Nambucca Valley,Local Road,60,3877
NSW,Inner Regional Australia,Capital Region,Snowy Monaro,Sub-arterial Road,60,3878
NSW,Outer Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway,100,3879
WA,Remote Australia,Western Australia - Wheat Belt,Gnowangerup,Arterial Road,60,3880
WA,Outer Regional Australia,Western Australia - Wheat Belt,Quairading,Local Road,110,3881
SA,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield,Sub-arterial Road,50,3882
